planned_run_cell_id,ablation_id,condition_id,dataset_id,budget_id,role_id,branch_slot,resolved_branch_rule,model_repeat_index,aux_repeat_index,seed_id,seed_purpose,comparison_reference,notebook_stage,gate,terminal_required,analysis_outputs_required
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03,A4,A4-C5-MODEL-PROB-AVG,BNCI2014_001,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,3,0,1865621755,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04,A4,A4-C4-MODEL-HARD-VOTE,BNCI2014_001,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,4,0,392655603,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04,A4,A4-C5-MODEL-PROB-AVG,BNCI2014_001,FULL_TRAIN,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,4,0,392655603,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-BNCI2014_001-CLASSICAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,CLASSICAL,CLASSICAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,518096280,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,CLASSICAL,CLASSICAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,518096280,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,CLASSICAL,CLASSICAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,518096280,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,CLASSICAL,CLASSICAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,518096280,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,RIEMANNIAN,RIEMANNIAN_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,874497758,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,RIEMANNIAN,RIEMANNIAN_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,874497758,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,RIEMANNIAN,RIEMANNIAN_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,874497758,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,RIEMANNIAN,RIEMANNIAN_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,874497758,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1322742607,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1322742607,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1322742607,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1322742607,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,475367029,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,475367029,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,475367029,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,475367029,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,730609822,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,730609822,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,730609822,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,730609822,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,1715776300,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,1715776300,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,1715776300,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,1715776300,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,226158566,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,226158566,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,226158566,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,NEURAL,NEURAL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,226158566,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1402368314,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1402368314,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1402368314,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,0,0,1402368314,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,40022399,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,40022399,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,40022399,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,1,0,40022399,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1465667186,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1465667186,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1465667186,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,2,0,1465667186,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,2121316833,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,2121316833,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,2121316833,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,3,0,2121316833,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C0-CORE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,569398898,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C1-LONG-3P5S,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,569398898,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C2-MULTI-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,569398898,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,A4,A4-C3-MULTI-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,SSL,SSL_VALIDATION_SELECTED,P02-A4-REPRESENTATIVE-SELECTION-R3,4,0,569398898,MODEL_INIT,MATCHED_A4-C0-CORE,18,G18,True,True
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER00,A4,A4-C4-MODEL-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,0,0,979895374,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER00,A4,A4-C5-MODEL-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,0,0,979895374,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER01,A4,A4-C4-MODEL-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,1,0,1628562426,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER01,A4,A4-C5-MODEL-PROB-AVG,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,1,0,1628562426,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER02,A4,A4-C4-MODEL-HARD-VOTE,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,FIXED_MODEL_ENSEMBLE,PRE_RESULT_ROLE_MEMBERSHIP,P02-A4-REPRESENTATIVE-SELECTION-R3 + deterministic ensemble pairing; index >= R -> explicit NOT_APPLICABLE_REPEAT_SLOT,2,0,1393447931,MODEL_INIT,MATCHED_STRONGEST_VALIDATION_SELECTED_CONSTITUENT_AND_CORE,18,G18,True,True
