original_path,history_path,bytes,sha256,reason
final_state/through_p02/analysis/table_source_data/p02/P02_Table_Stage18S_three_repeat_anchor_stability.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_Stage18S_three_repeat_anchor_stability.csv,13008,9f234c9721066123a98380893e917dd32ae9656ee7aa5b850237e8e9b396564f,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_failure_category_breakdown.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_failure_category_breakdown.csv,427,4f97a4abe453faf85d02b320d99ed52a152247bc7d25d12c49d6dbe16820ae8e,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_failure_code_summary.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_failure_code_summary.csv,264,0feca6efadf88a9793a147cdf5a3dd3127ae62638ad90dc274d488c7f6a23146,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_BACC.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_BACC.csv,9492,2c3d377c97853deb9c0c489e3b551e11d5fae540c89029ea489510de11e77de1,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_budget_deltas.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_budget_deltas.csv,3301,2a65e9e28402aa16421e014fe009613e866ccd0b7cbd80ea40d1971a7c8f705d,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_budget_leaders_and_rank_changes.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_budget_leaders_and_rank_changes.csv,1330,421992f8677557cc431f99ae67af5a7fc8ebf5a1a08b8e238457a4a6fd99b6bc,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_exact_deltas_and_ranks.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_exact_deltas_and_ranks.csv,14800,1a3d3a919b1fa5c4a0e18bb79957838a5aefa2a20cf4f7efff92f56d98cbb429,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_interval_deltas.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_low_label_interval_deltas.csv,7487,1b9370106a35ed362abe1bb4da0ef16a59683757ec06f47055b7ab3f3a62e0fc,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/checksums.sha256,history/p02_pre_extension_preimages_R3/final_state/through_p02/checksums.sha256,750479,d7ddf34cdf321b8ee65c2e1cf014249cd39ca93c6359a08b671aa9ba70d5a26d,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
final_state/through_p02/package_manifest.json,history/p02_pre_extension_preimages_R3/final_state/through_p02/package_manifest.json,1939352,645ba728507bca27ef215b9f5aba7fa1b4815cb462c6739c4302e5d591bc8a90,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
phase_handoff.yaml,history/p02_pre_extension_preimages_R3/phase_handoff.yaml,1218,4e3947cc610bdfb712bb2aa4de0f5e7059ac19d5c7ee810cfa07cb50adf51c81,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
project_state_checksums.sha256,history/p02_pre_extension_preimages_R3/project_state_checksums.sha256,1266,668e789eb11a0ecf45fd96e7c113eff5861a6905eadd6eb3846c7bc7c7ffcf95,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
project_state_manifest.yaml,history/p02_pre_extension_preimages_R3/project_state_manifest.yaml,929,e14e41dc6c1d0fc2164a47970057e91152b5129813e1d6099ce9f3c26e24c660,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
scripts/verify_cumulative_release.py,history/p02_pre_extension_preimages_R3/scripts/verify_cumulative_release.py,6361,a22842de742a47179461f264afdde2c838999b5881d35ab5459a5a853ce7eb54,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
