source_path,source_sha256,source_bytes,source_role,classification,destination_path,transformation,reason,consumers,validation
reports/phase_00_analysis/analysis_release_R1/local_execution/10_local_first_stdout.log,520c3a491e12c923cb402ec38f063df0e3dbe3eca391e751c79188c602727716,790,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/11_protocol_validation_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/11_protocol_validation_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/11_protocol_validation_stdout.log,6bcb943d0bdf3b3c18ffc16e9411243c08b7635a355e9401d9c558dd030da4b5,266,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/12_protocol_final_audit_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/12_protocol_final_audit_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/12_protocol_final_audit_stdout.log,17911e865fc9ff6a628d62cf23e1bfd6a9f162c6ea6be8528f31f973fe8e6e2d,542,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/13_analysis_validation_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/13_analysis_validation_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/13_analysis_validation_stdout.log,f402762ea55c73195a331dc31059cb2b3f95a87c8944e6581e30c3091232be85,592,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/14_cli_validate_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/14_cli_validate_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/14_cli_validate_stdout.log,36db8a0f238df714328b4a19bb216b360cbab38d4462f58c810cbe2b278ac31b,82,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/15_cli_smoke_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/15_cli_smoke_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/15_cli_smoke_stdout.log,1e4d2997531ee0cc9083ad24aaab0e34f47c5882df0d918f8a1c7af415e32813,76,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/16_cli_real_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/16_cli_real_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/16_cli_real_stdout.log,ff2e2cd1c0ac414b4cf940d9f4cd422feddd79e16fb7f22e1aacdbb457729943,75,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/17_manifest_regen_exit.txt,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/17_manifest_regen_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/17_manifest_regen_stdout.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/18_manifest_check_exit.txt,4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865,2,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/18_manifest_check_stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution/18_manifest_check_stdout.log,eb55e85ed6067a0966456048e83541771856220ca87725a210a4004dc315be06,372,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_RAW_AUDIT,,COPIED_BYTE_IDENTICAL,Raw or repeated audit evidence preserved in R5 release assets,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/local_execution_report.json,7f3092ce7122bb7a2735b5fffcfa56156b995bcbf90720142b4ae736540668c2,5819,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_analysis_manifest.yaml,e958d541972b009ff2b3025e73c85661a3d72d766e96f2460290b85efd94553a,3808,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_artifact_closure.csv,dd7bbd7b8a82c3274bbf4be043fe16487bbd1513bcaec439e5a19224ec6be355,900,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_candidate_statement_register.csv,e9cd0f808b4461d8c0f1c624ec4e4b2fe9a40d30304a9f157192deb1b4e01ce0,1612,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_downstream_handoff.yaml,53cfb52b1def7273f7f3939169306ae94b0ad8946294b994361cb7de22118d5a,637,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_finding_register.csv,814c163b0c9622a1da74a1f7680e1da745c7eefece54e57bbcfa0d9338f7026e,2405,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_gate_results.csv,acdd8a412ed7da5dc02d6d9f54d6a138a80b280dead067232b1feddfaf725767,3871,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_layer_readiness.csv,1529c318dbb6c3d331a84bc152dd7c9e475bdc9ead7b67ee9ffc6ec5fa8ccefd,1082,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_limitation_register.csv,12c1943de6cebd24c48b77940b657be33552a3a3c4908fead7c5a3cd723f3744,1041,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_negative_result_register.csv,ab8e716e086842d9c2107a0782833bc31bfff97126ea66de2554fcd003fb7fb8,1442,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_phase_contract_readiness.csv,03ccde57a2cddb91e19934b68a95710358f972c54df0e518ee9eb915a4e65e60,1071,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_publication_asset_manifest.csv,4d00851df8b58fafeccb55c54a4dcee439933e3fa1ccc80e210b0d5be7210f70,4703,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_repair_ledger.csv,bc3c9a44a897b3c15f3d65b4cf158846155c156417781c7e578eb523113a6c57,1384,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_requirement_traceability.csv,1f31821e7b5c7bec8709765368cdd3dab7d0e6ec25fbe67be8a7b5c6f33a30b1,8138962,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_review_provenance.yaml,4263e033a73519d9460e985dfc83d7d0256d48bc899631355575e5837bba8070,775,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_run_disposition.csv,40cb622ae1d9ac550063537b6884dca1b7688348f32e10a91b5566d121e1a20a,7981,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/machine_readable/phase_0_source_baseline.csv,93370035893b9cae2048ecf3a50bce6417170f8fd0a9426cda0de5e60634961a,2693,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/phase_0_analysis_package_manifest.json,dcc583aa70942408adbaf712e5f20b914e7b04c3a65673fae0cc0938a11fcd6f,14694,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/report_machine_no_drift.json,a16fcdc2ab685ea298ab4e239e94fb9783ad51e9bdfd4f9e29d69b2fb8be3294,461,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/reviews/01_authority_reconstruction.md,2be3d4d4df34be307e88613d36f7152ab99f51d83a7f05aafbc410c21afd15f2,359,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/reviews/02_registered_analysis.md,d164e7cfb13bbbb2e1e73817f82e94504a2314cba41afa920092d34c8eef53f6,195,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/reviews/03_adversarial_red_team.md,9b08a8013452cbb0c94e1d6ea9e3e96233f40fc9423db4369082535855fc9968,280,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/reviews/04_deterministic_validation.md,375a359723e3557943f2613f4d13aed05f2e62c94dce892c070e72cd0264ea48,235,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R1/reviews/05_final_governance.md,262b696dc8bb736d319883d8e9c54da97bedbb6a7d9c1e3a94c6380933dca884,182,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/IHARQ_Phase_0_Analysis_Evidence_Results_and_Interpretation_Report_R2.docx,a5953f610aa372e2191035a71794057885ab011aad4d3b6c8f4493942dc63181,59599,REPORT_OR_MACHINE_EVIDENCE,EXCLUDED_GENERATED_FORMAT,,COPIED_BYTE_IDENTICAL,Duplicate generated format omitted because Markdown/current source controls,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/IHARQ_Phase_0_Analysis_Evidence_Results_and_Interpretation_Report_R2.md,dd721edbbc3292465d94084c369570f168d57a90ae74d555e7d1e564aa1c4f19,45689,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/analysis_validation_report.json,6415353b3e635687f3cddb6fdc4f9581c393b4ecb82dae6f88f2409a9622ced1,739,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/handoffs/evidence_map_candidate_handoff_R1.yaml,21007541bd9c03491886174b20d654248a97dc8fd561e4fec8de116dd93cdb38,314,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/handoffs/layer0_review_packet_R1.yaml,6fdb5a39804a076272e9f8019cb86daa83a79d74445c314551c7997e6e463875,425,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/handoffs/layer10_source_bundle_handoff_R1.yaml,88a40477dc77f6a32ba98b1b33229711ae8651b97a0536387568c2d2d3cdfa5e,326,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/local_execution_report.json,7f3092ce7122bb7a2735b5fffcfa56156b995bcbf90720142b4ae736540668c2,5819,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_analysis_manifest.yaml,3c93ee6f383425c8162a6aa4795638a45555bb5773178b9d542a6c3d22e20eb4,3840,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_artifact_closure.csv,b9463d7bb5ba46c36ed6ec0dda3aebf13ad336934650d55e03927c1af1131887,889,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_candidate_statement_register.csv,c5f200b8050ba942c85b38fe47b692476a2162d0867bd23aedf3ea0882c5e6a4,1614,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_downstream_handoff.yaml,1679be6cdd8c7896a82dcb857453ea8117a385e10e19f0bb49d00f0d477eaf98,637,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_finding_register.csv,57f5fca320cddcc17f94abbad582420ceeb87aefb7717796094448ef77bdb487,2408,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_gate_results.csv,27fbe97eb88adcbff6b85cb8257ce1c7b529383a9cec4dd78c182d85a36010c4,3851,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_layer_readiness.csv,67c59738d1f98ca451488c1d31af858b3ee4f0ab17b03a4d3c4414c6c5ef7d9c,1070,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_limitation_register.csv,f5eabbb7b04f5b2d3e57910b6e4d691c8d8dd770392ee7c5a1a41eee700529cf,1035,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_negative_result_register.csv,02bcb5b06ac155478a77476d811f49b33bc3c1827585942bade0a32b57a68909,2292,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_phase_contract_readiness.csv,d41259f0ec7a93d5078e39941288a9e9a7d3946c28dd5f8fa0a7e97e1883cf5d,1054,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
reports/phase_00_analysis/analysis_release_R2/machine_readable/phase_0_publication_asset_manifest.csv,dc318a2356461fd62286b8fc1cd976904d6d5b380aa1278f29f5b286ccf1ce94,5132,REPORT_OR_MACHINE_EVIDENCE,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
